student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category
1823,13.4,100,6,91.3,A,Excellent
8258,16.6,87.2,4.2,100,A,Excellent
7360,28.6,100,5.2,100,A,Excellent
5311,13.1,82.7,6,81.5,B,Good
6293,18.5,90.5,8.2,99.4,A,Excellent
5785,14,71.7,6.3,80,B,Good
7737,34,84.7,6,100,A,Excellent
2174,16.1,72.7,9,99.1,A,Excellent
6076,9.6,80.9,6.8,66.2,C,Average
440,14.6,81,5.5,75.3,B,Good
4871,36.5,66,2.3,100,A,Excellent
4894,14.1,79.4,2,60,C,Average
8434,20.2,85.8,4.8,100,A,Excellent
1383,30.1,72.7,7,100,A,Excellent
7825,21.7,92.4,6.4,100,A,Excellent
4470,17.7,98.4,6.7,74.8,B,Average
4703,19.7,82,2,94.6,A,Excellent
2034,18.5,68.3,7.9,72.8,B,Average
1038,4.7,96.1,5.5,65.2,C,Average
7623,9.4,80.1,5.1,63.9,C,Average
6944,21.7,86.1,8.5,91.4,A,Excellent
6066,13.1,85.2,5.6,79.1,B,Good
4798,1.4,97.5,6.9,64.2,C,Average
954,25.1,92.8,4.8,100,A,Excellent
7631,22.5,71.1,7.5,100,A,Excellent
6196,14,71.4,2.2,79.9,B,Good
7471,21.6,96.7,5.6,99.2,A,Excellent
2080,11.8,80.5,3.1,69.6,C,Average
6893,6.3,70.5,7,48,D,Poor
6970,20.8,78.3,8.4,90.7,A,Excellent
5035,20,81.5,6.5,100,A,Excellent
5384,26.8,100,6.2,100,A,Excellent
2054,12.9,71.2,4.8,76.2,B,Good
4359,19.1,69.1,6.4,91.5,A,Excellent
8019,29.8,82,5.9,100,A,Excellent
3604,15,83,3.6,91.4,A,Excellent
2126,18.8,82,5.7,100,A,Excellent
4474,18.8,75,3.4,99.8,A,Excellent
3063,14.3,99.6,4.7,89.1,A,Good
1909,6.6,86.7,5,63.8,C,Average
6065,16.3,50,4.5,100,A,Excellent
3248,9.9,81.7,4.4,71.7,B,Average
5267,22.6,84.6,6.2,96.2,A,Excellent
6248,19.5,76.7,6.6,91.9,A,Excellent
6024,13.1,79.6,3.5,83.7,B,Good
8463,18.2,85.3,5.6,99.9,A,Excellent
1474,15.1,71.9,6.4,88,A,Good
5163,14.4,100,4.8,86.7,A,Good
7374,1.6,83.7,2.5,58.5,C,Poor
6272,20.2,70.9,3.3,90.8,A,Excellent
3754,11.9,66.3,5.8,77.8,B,Good
2469,19.8,78.6,6.7,75.2,B,Good
8148,26.7,88.8,5.6,97.4,A,Excellent
6535,10.2,97.7,5.4,58.3,C,Poor
8688,24.7,100,5.2,100,A,Excellent
3392,9.4,100,10,63.4,C,Average
8697,31.4,88.8,8.8,100,A,Excellent
5290,21.4,95.3,6.5,100,A,Excellent
6627,17.6,90.2,6.9,100,A,Excellent
6903,18,92.8,7.6,88.8,A,Good
5784,29.7,74.1,8.4,100,A,Excellent
6891,22.1,89.5,8.1,83,B,Good
3558,15.9,71.2,7.4,94.4,A,Excellent
7864,10.5,84.3,7.9,61.8,C,Average
3909,19.1,74.9,4.9,100,A,Excellent
7622,11.5,87.4,4.5,73.3,B,Average
1999,13.9,90.2,6.1,85.6,A,Good
5913,23.8,83.7,3.5,100,A,Excellent
7452,18.3,86.5,4.3,98.9,A,Excellent
4856,31.4,94.5,4.8,100,A,Excellent
3373,25.2,96.3,6.5,100,A,Excellent
5747,12.3,83.7,5.7,81,B,Good
5861,23.7,82.8,4.1,100,A,Excellent
8876,12.7,79.1,4.9,71,B,Average
6193,10.3,93.9,5.8,85.3,A,Good
5164,15.1,84.9,4.2,78.6,B,Good
8263,13.7,97,5.3,91.3,A,Excellent
1901,19.9,84.6,8,100,A,Excellent
8886,18,82.7,7.1,82.4,B,Good
5166,21.8,90.4,7.4,100,A,Excellent
1063,23,77.5,7.7,100,A,Excellent
4047,19.9,100,8.2,100,A,Excellent
2318,10.7,67.2,6,80.1,B,Good
4876,7.9,100,4.9,66.5,C,Average
4346,15.2,89.1,9.6,79.9,B,Good
8915,13.9,82.9,5.8,90.7,A,Excellent
1439,18.4,91.5,2.1,70.5,B,Average
5191,10.6,84.9,6.8,79.3,B,Good
4411,10.3,97.9,7.4,71.6,B,Average
2235,6.5,71.4,6,67.5,C,Average
874,9.9,97.1,6.2,61.4,C,Average
3956,10.7,82.8,9.4,93,A,Excellent
69,3.93,63.27,4.47,58.69,D,Poor
5629,9.3,74.8,2,79.6,B,Good
5245,21.8,74.3,7.4,100,A,Excellent
471,13.1,82.8,8.9,66,C,Average
4570,15.1,80.5,7.1,100,A,Excellent
517,18.5,93.7,5.5,92.6,A,Excellent
7871,25.7,80.8,7.5,100,A,Excellent
8044,21.6,91.2,6.8,100,A,Excellent
3911,5.1,100,3.2,62.3,C,Average
4906,21.5,81.9,5.1,88.5,A,Good
3408,15.9,98.9,5,100,A,Excellent
5404,15.6,92.2,7,96.7,A,Excellent
5368,12.9,79.9,6.4,80.1,B,Good
2217,11.9,86.7,7.9,83.5,B,Good
314,20.7,88.8,3.8,100,A,Excellent
1252,20.8,90.3,9.5,100,A,Excellent
4802,14.6,80.6,5.9,70.6,B,Average
5442,10.6,90.2,8.3,79.4,B,Good
9008,21.9,85.5,6.2,100,A,Excellent
7448,11.6,79.1,5,83.7,B,Good
6706,6.9,87,3.4,65.2,C,Average
8936,14.7,94.1,5.8,99.4,A,Excellent
6355,0.5,85,5.5,56.1,C,Poor
7204,9.1,88.3,2.8,69.7,C,Average
2346,22.7,94.9,6.4,100,A,Excellent
1127,17.1,76.6,3.4,100,A,Excellent
774,21.8,88.7,6.5,88.1,A,Good
2625,17.9,98.2,6.5,90.3,A,Excellent
8075,0.5,88.4,6.2,58.3,C,Poor
4471,17.3,75.9,4.2,69.3,C,Average
861,16.4,83.3,5.3,90.8,A,Excellent
1662,14.2,77,6.5,82.6,B,Good
4713,17.9,83.2,8.4,100,A,Excellent
6614,30.4,81.2,5.9,100,A,Excellent
989,13.5,80.5,5.5,91.6,A,Excellent
8718,16,77,9.4,100,A,Excellent
7793,8.5,99.4,5.7,71.1,B,Average
5517,18.5,100,7.8,100,A,Excellent
4394,11.3,83.6,8.3,73.1,B,Average
1123,19.5,98.5,7.3,95.5,A,Excellent
7662,16,94,5.6,80.8,B,Good
8752,18.8,82.4,3.6,100,A,Excellent
2276,7.4,80.3,6.9,56.5,C,Poor
1171,20.3,64.2,3.4,82.4,B,Good
1010,11.3,89.8,4.9,84.2,B,Good
7140,24.5,76.5,4.2,100,A,Excellent
9092,12.6,90.3,6.9,77.1,B,Good
4955,17.3,78.4,6.6,96,A,Excellent
7198,14.3,69.9,6.5,78.6,B,Good
5258,9.8,92.7,4.7,78.5,B,Good
6413,2.4,94.1,3.1,68.9,C,Average
6741,3,73.1,9.8,58.3,C,Poor
4630,18,100,8.7,94.9,A,Excellent
4428,9.1,81.2,2.2,76.5,B,Good
5924,15.6,76.8,7.9,100,A,Excellent
5927,19.7,93.4,4.2,100,A,Excellent
6639,12.2,89.7,4.5,92.5,A,Excellent
8000,29.5,82.5,5.3,100,A,Excellent
6856,26.9,80.2,7.5,100,A,Excellent
1815,13.1,85.4,5.7,96.6,A,Excellent
1994,20,74.2,9.1,100,A,Excellent
4200,19,69,5.3,100,A,Excellent
5817,9.3,78.4,7.1,64.4,C,Average
7432,5,87.7,4.1,58.4,C,Poor
1790,24.4,70.3,4.8,100,A,Excellent
5810,13.4,68.5,2.7,90.4,A,Excellent
9152,16.6,93.2,7.2,92.3,A,Excellent
410,18.6,87.8,4.1,91.5,A,Excellent
5313,9.4,76.3,8.5,73.8,B,Average
654,7.3,100,6.4,78.6,B,Good
110,17.73,67.97,4.88,51.09,D,Poor
6715,1.3,77.1,7.7,55.2,C,Poor
7708,14.7,81.3,8.8,77.9,B,Good
3612,15.8,90.7,8.3,88.5,A,Good
2065,16.9,82.9,4,92.5,A,Excellent
6086,12.7,80.1,4.5,100,A,Excellent
3220,20.1,88.7,7,99,A,Excellent
9062,15.3,82.4,6.1,98.6,A,Excellent
8,24.44,79.83,4.01,43.48,D,Poor
4785,34.3,86.5,3.6,100,A,Excellent
5550,24.3,87.2,6.5,100,A,Excellent
4342,16.3,91.3,5.6,87.1,A,Good
3184,12.7,100,8.3,85.1,A,Good
1666,14.8,97.9,2.2,85.6,A,Good
288,19.1,80.3,4.9,100,A,Excellent
8655,20.5,95.3,6,100,A,Excellent
2363,4.3,83.7,6.4,63.9,C,Average
8848,15.9,77.2,5.9,100,A,Excellent
6156,18.1,78.9,2.9,100,A,Excellent
3716,13.9,94.5,7.3,84.6,B,Good
6032,12,89.2,5.7,86.4,A,Good
9154,19,88.6,8.3,79.7,B,Good
2011,3.7,91.4,6.2,45.1,D,Poor
1545,10.8,80.2,5.3,89.2,A,Good
4775,0,90.8,4.7,45.4,D,Poor
6945,2.4,87.3,4.3,66.9,C,Average
5570,8,91.9,4.1,85.5,A,Good
3758,29.3,87.4,8.3,100,A,Excellent
7146,18.3,74.3,5.4,100,A,Excellent
3674,20.7,73.8,7.8,96.5,A,Excellent
6085,14.3,97.8,6.3,92.2,A,Excellent
1789,17.2,88.7,6.6,98.8,A,Excellent
7264,24.5,75.4,6.8,100,A,Excellent
2112,13.9,89.7,4.3,84.3,B,Good
3945,12.1,67.9,5.4,81,B,Good
1622,4.9,100,10,80.3,B,Good
2327,7.4,66.1,4.5,69.8,C,Average
8208,4.1,74.2,9.3,63.4,C,Average
2553,28.1,95,4.2,100,A,Excellent
2848,9.1,79.2,7.4,73.1,B,Average
7746,9.3,88.2,6.4,72.7,B,Average
8135,4.3,94.2,5.1,53.2,D,Poor
373,25.2,100,6.9,100,A,Excellent
5993,8,81.1,10,79.2,B,Good
3240,21.6,89.1,5.7,100,A,Excellent
4915,6.1,94.3,2.5,60.9,C,Average
461,28.8,70.1,3.9,100,A,Excellent
6528,14.7,85.1,5.7,92.4,A,Excellent
5096,12.6,79.7,7.9,88.7,A,Good
8719,18.7,78.6,6.7,99.2,A,Excellent
229,10,65.7,10,69.5,C,Average
467,19.3,72.7,7.2,92.8,A,Excellent
2519,13.4,86.9,8.4,81.7,B,Good
2644,10.4,100,4.3,78.5,B,Good
7743,10.6,81,5.9,82.9,B,Good
786,22.6,84.4,1.6,100,A,Excellent
3545,24.6,89.1,8,100,A,Excellent
4735,17,88.7,5,100,A,Excellent
7856,9,91,5.8,66.1,C,Average
1265,16.2,86.4,4.6,72,B,Average
7216,18.9,77.9,4.4,90.2,A,Excellent
3623,1.2,94.4,7.5,48.6,D,Poor
62,21.42,78.5,8.76,48.25,D,Poor
5985,26.1,76.2,5,100,A,Excellent
1761,26.5,74.2,4.7,100,A,Excellent
2851,11.2,65.4,5.5,84.3,B,Good
3493,18.5,89.9,9.6,94.9,A,Excellent
3107,5.9,92.6,7.8,54.7,D,Poor
6809,12.4,86.1,6.9,79.7,B,Good
6497,22,100,10,96,A,Excellent
6256,0,73,4.4,47.9,D,Poor
1450,15.1,79,6.1,86.2,A,Good
3285,4.1,72.1,6.5,66.6,C,Average
2669,18.9,92.1,0.6,100,A,Excellent
5512,20.1,72.6,4.3,76.9,B,Good
3679,23.3,69.2,2.7,100,A,Excellent
7096,3,89.6,6.2,66.7,C,Average
761,11,92.9,6,72.6,B,Average
8903,8.2,96.7,7.9,77,B,Good
5405,9,84.2,8.7,77.8,B,Good
3772,11.5,100,5.8,83.3,B,Good
6428,25.5,82.6,4.5,100,A,Excellent
5229,19.2,82.3,6,100,A,Excellent
8538,26.9,100,4,100,A,Excellent
1271,22.6,98,6,100,A,Excellent
7596,10.4,84.8,6.1,68.7,C,Average
4238,12.6,75.9,4.5,70.1,B,Average
2214,11.8,73,5.6,82.2,B,Good
3367,11.3,93.7,5.1,72.1,B,Average
4199,0,100,5.3,51.2,D,Poor
4463,20.9,75.6,9,100,A,Excellent
6569,16.5,88.9,5,84.5,B,Good
4352,15.3,89.9,3.6,88.5,A,Good
3997,0.5,93.4,6.1,48.8,D,Poor
7413,13.4,94.9,6.1,94.9,A,Excellent
2418,17.4,88.7,2.7,100,A,Excellent
4222,20.9,95.2,6,99.1,A,Excellent
2869,18.7,79.5,5.2,91.3,A,Excellent
1393,29.1,75.4,1.4,100,A,Excellent
7973,10.4,86.1,7.3,66.5,C,Average
4085,24.2,83,7,100,A,Excellent
1072,18.3,100,1,90.7,A,Excellent
2571,15.3,79,4,100,A,Excellent
1869,7.4,93.1,5.7,75,B,Good
5829,16.1,86,7.5,87.8,A,Good
8587,28,91.4,8.6,100,A,Excellent
4165,12,84.7,5.7,82.1,B,Good
4831,21.1,90.1,4.6,100,A,Excellent
6027,22.5,77.8,7.7,100,A,Excellent
9045,12.9,87.7,9.3,92.5,A,Excellent
8699,14.3,67.1,8.1,67.2,C,Average
1918,10.7,92.3,6.2,63.8,C,Average
8770,20.5,83.5,4,100,A,Excellent
3226,8.1,78.3,9.6,39,F,Poor
3701,22.5,100,6.3,90.9,A,Excellent
8531,8.8,97.4,4.7,80.4,B,Good
3192,20,79.1,8.1,100,A,Excellent
5237,5.2,85.7,2.9,67.3,C,Average
4998,36.8,80.4,6.5,100,A,Excellent
4593,18.8,73,7.4,86.1,A,Good
1519,7.8,91,9.2,77.8,B,Good
226,22.6,73.5,4.8,100,A,Excellent
959,19,70,2.7,88.2,A,Good
1417,15.4,86.5,4.8,89.4,A,Good
5885,4.6,88.6,8.7,69.5,C,Average
3237,22.1,74.4,4.6,100,A,Excellent
4977,24.6,90.3,8.8,100,A,Excellent
3700,13.4,92.9,10,67.2,C,Average
6769,26.6,100,8.2,100,A,Excellent
903,15.2,87.1,5.4,86.1,A,Good
8965,19.7,92,10,94.6,A,Excellent
2234,21.2,75.3,5.7,99.5,A,Excellent
8347,12.4,90.3,7.3,89.4,A,Good
7990,19.1,98,3.7,69.3,C,Average
5066,13.6,89.4,7.5,97.3,A,Excellent
197,12.36,62,7.69,97.51,A,Excellent
2843,25.3,82.6,6.3,100,A,Excellent
4326,22.3,73,6.8,84.2,B,Good
2390,22.2,62.8,4.8,91.7,A,Excellent
4173,11.6,100,1.9,75.1,B,Good
8516,16.6,75.6,6.5,99.7,A,Excellent
7939,25.5,90.9,3.4,89,A,Good
2154,16.6,85.4,4.9,90.3,A,Excellent
6747,8.3,100,4.8,70.5,B,Average
244,21.1,88.6,8.5,100,A,Excellent
230,19.8,84.4,7.6,100,A,Excellent
3792,12.1,84,7.4,70.6,B,Average
1628,24,100,3.4,100,A,Excellent
5866,10.8,84.8,5.1,74.8,B,Average
476,13.3,79,8.2,82.1,B,Good
7812,13.8,82,4.3,91.2,A,Excellent
4453,23,82.1,5.3,100,A,Excellent
1462,6.4,73.6,5.1,66.5,C,Average
3951,18.6,95.2,5.1,88,A,Good
6921,16.8,93.2,5.7,86.3,A,Good
2712,25.7,71.3,7.3,100,A,Excellent
3941,17.7,70,5.8,100,A,Excellent
2261,18.1,81.9,5.2,82.4,B,Good
7720,6.4,76.6,7.1,60.6,C,Average
4867,16.3,94.4,5,78.3,B,Good
5213,13.8,79.8,6.2,73.2,B,Average
5862,23.6,92.5,4.7,100,A,Excellent
697,17.3,75.5,9.4,100,A,Excellent
6175,17.4,100,5.9,100,A,Excellent
4278,8.2,100,5.6,70.3,B,Average
5619,17.7,83.6,9.3,100,A,Excellent
8336,17.7,78.7,8.3,74.9,B,Average
3336,5.6,84.2,7.1,63,C,Average
5828,15.2,88.2,5.3,98.8,A,Excellent
2709,12.5,69.1,5.5,66.6,C,Average
54,18.34,64.55,9.32,56.1,D,Poor
730,9.6,96,7.5,80.7,B,Good
8137,8.6,82.5,8.3,75.1,B,Good
7305,18.2,97.2,8.5,88.7,A,Good
343,16.7,94.9,10,97,A,Excellent
7242,11.9,81.2,2.1,79.7,B,Good
442,14.8,95.8,7.9,81,B,Good
7797,5.6,65.7,8.4,69,C,Average
2421,22.3,86.5,6.7,99.8,A,Excellent
4728,11.6,76,8.6,75.2,B,Good
3130,12.1,93.5,3.8,66.9,C,Average
4808,19.6,96.5,4.6,97,A,Excellent
1053,18.5,79.7,8.1,98.7,A,Excellent
6171,8.8,89.3,6.8,58,C,Poor
6609,9.5,86.5,8.7,80.6,B,Good
2280,18.2,83.7,6.6,100,A,Excellent
4460,19.6,84.1,3.9,87.7,A,Good
5264,17.9,98.2,6.3,100,A,Excellent
5839,6.4,63.9,7.4,59.9,C,Poor
6776,20.8,89.8,3.7,97.4,A,Excellent
3127,1.6,100,6.5,37.1,F,Poor
5822,16.9,96,9.4,91.8,A,Excellent
8997,23.2,79.8,5.6,100,A,Excellent
8021,0,83.3,7.1,50,D,Poor
6880,3.6,76.9,7.2,65.8,C,Average
7435,11.8,83.2,5.5,69.5,C,Average
2769,11.4,97.7,5.7,88,A,Good
4726,0,85.5,4.5,48.1,D,Poor
7686,21.3,74.5,5.6,99.8,A,Excellent
287,13.9,88.5,8,62.1,C,Average
7576,5.2,73.7,4.1,63.8,C,Average
1596,7.9,98.5,3.6,49,D,Poor
5684,15.3,84.5,8.2,98.6,A,Excellent
964,20,80.8,4.7,100,A,Excellent
6642,27.6,90.9,3.7,100,A,Excellent
4953,20.5,72.2,5.6,94.5,A,Excellent
6189,14.8,100,3.1,81.3,B,Good
593,18.4,79.1,2,91.3,A,Excellent
8868,9.1,92.2,7.5,74.8,B,Average
5653,14.1,74.7,2.3,98.8,A,Excellent
7902,7.1,100,6.3,82.4,B,Good
2696,25,80.7,8.3,100,A,Excellent
468,20.3,89.4,4.9,100,A,Excellent
1725,8.5,87.3,5.3,86.8,A,Good
1155,26.5,81.4,6.6,100,A,Excellent
1744,23.1,72.5,8.3,96.1,A,Excellent
6003,8.4,84.4,3.5,86.5,A,Good
6128,25.5,96.9,9.3,100,A,Excellent
813,25.1,84.2,6.4,100,A,Excellent
2987,14.1,79.7,4.1,74.5,B,Average
7940,13,76.1,2.5,97.4,A,Excellent
1128,9.7,80,9.6,89.7,A,Good
2106,26.5,81.7,5.4,100,A,Excellent
241,9.5,81.8,4.9,55,C,Poor
6679,10.4,69,7.6,81.8,B,Good
3439,6,85.7,5.5,63.7,C,Average
6548,9.3,81,10,83.2,B,Good
3281,9,83.2,7.3,74.7,B,Average
6663,21,79.4,3.8,98,A,Excellent
3843,21.9,65.9,3.2,100,A,Excellent
6939,12,88.7,9.9,69.2,C,Average
3653,18.1,62.8,6.5,91.1,A,Excellent
7218,25.9,88.8,7.3,100,A,Excellent
881,32.7,81.8,5.3,100,A,Excellent
7511,27.2,81.3,10,100,A,Excellent
5059,14,87.1,7.6,92.1,A,Excellent
8664,26.6,81.7,6.6,100,A,Excellent
4171,4.2,91.9,7.1,55.8,C,Poor
339,17.9,78.4,5.8,99.9,A,Excellent
1092,14.7,94.9,4.5,99.4,A,Excellent
8331,13.5,87.6,9.7,84.3,B,Good
2242,19.1,80.5,7.2,100,A,Excellent
7457,8.6,82.9,6.7,64.8,C,Average
4433,16.6,83.7,7.7,92.3,A,Excellent
1897,13.2,91.3,5.6,69.6,C,Average
7929,17.2,90.3,2.8,79.3,B,Good
1270,23.7,91,6.5,100,A,Excellent
1980,17.8,85.7,7.5,100,A,Excellent
3744,16.2,61.9,5.1,99.9,A,Excellent
2678,4,82.4,8.4,73.6,B,Average
7861,29.4,88,4.1,100,A,Excellent
6205,6.9,78.3,4.6,60.1,C,Average
3556,14.8,82.8,6.4,79.2,B,Good
5150,17.3,96.1,7.9,100,A,Excellent
4636,0,91.1,2,47.7,D,Poor
527,3.6,86.1,5.8,63.9,C,Average
1984,21,69.1,5.1,100,A,Excellent
5298,20.3,87.6,5.9,100,A,Excellent
329,19.4,87.7,5.8,100,A,Excellent
5317,4.4,85.9,7.2,62,C,Average
8106,1.1,92.2,2,46.5,D,Poor
3052,10,90.7,4.2,77,B,Good
6636,12.2,99.8,6.6,77.4,B,Good
5930,17.8,83.6,6,100,A,Excellent
345,11.7,97.9,8.2,79.7,B,Good
4716,14.7,91.4,8.2,86.4,A,Good
2624,24.9,85,5,100,A,Excellent
8100,16.2,79.7,5.1,93.1,A,Excellent
2701,17.7,73.8,4.6,96.4,A,Excellent
5334,23.4,94.6,7,100,A,Excellent
2415,22.1,71.9,5.8,100,A,Excellent
4510,14.5,100,3.7,91.3,A,Excellent
4039,14.8,81,6.1,84.4,B,Good
7035,26.2,87.3,4.4,100,A,Excellent
2745,0,83.4,6.4,55.4,C,Poor
3720,14.3,87.2,2.2,85.4,A,Good
6160,4,89.1,8.5,55.9,C,Poor
296,10.1,90,3,80.4,B,Good
5568,19.8,95.1,2.3,94.4,A,Excellent
4949,12.3,82.7,6.3,88.5,A,Good
8361,19.6,81,8,99.8,A,Excellent
9137,13.6,77.6,6.7,82,B,Good
6145,19.1,100,6.1,82.8,B,Good
1317,7.5,80,6.8,76.7,B,Good
611,19.6,75.5,10,100,A,Excellent
2828,14.6,100,4.1,67,C,Average
3726,19.1,93.4,5.2,95.2,A,Excellent
5976,10.5,79.4,4.1,92.3,A,Excellent
5195,2.1,78.5,9.5,69.1,C,Average
3596,23,78.8,4,100,A,Excellent
3757,15.7,69.9,7.9,86.6,A,Good
1015,27.2,83.8,4.2,100,A,Excellent
4422,7.4,80.1,4.9,80.6,B,Good
3921,28,85.1,5.7,100,A,Excellent
3984,7.1,87.2,7.3,95,A,Excellent
914,26,73.8,8.9,100,A,Excellent
6084,15.9,73.6,3.4,90.7,A,Excellent
2583,14.6,80,6.5,79.5,B,Good
6407,14.4,80,0.1,85.8,A,Good
75,21.54,81.51,2.43,41.2,D,Poor
4332,6.9,90.4,8.2,60,C,Average
7731,25.8,77.3,4,100,A,Excellent
2012,9.7,95.4,4.2,78.9,B,Good
8389,10.9,82.4,8.8,77.2,B,Good
578,20.4,100,3.8,95.8,A,Excellent
4971,25.7,75.7,5.6,100,A,Excellent
8035,12.7,74.1,5.3,98.1,A,Excellent
7291,0,100,6.1,52.4,D,Poor
7335,16.7,77.3,8.2,91.4,A,Excellent
8938,30.7,73.9,5.2,100,A,Excellent
3421,10.7,79.2,6.2,51.9,D,Poor
1588,12.4,90.8,8.7,82.6,B,Good
7887,23.2,88.9,6.4,100,A,Excellent
5094,26.9,65.2,7,100,A,Excellent
4271,14.1,77,5.4,82.9,B,Good
1269,9.9,89.7,4.9,71.3,B,Average
9047,23.9,79.6,6.1,100,A,Excellent
5349,1,75.7,5.6,54.9,D,Poor
5466,14.9,85.7,4.6,85.5,A,Good
2076,12.8,82.4,4.9,87,A,Good
9040,14.9,94.3,5.3,93.7,A,Excellent
1531,16,100,3.9,94,A,Excellent
8031,12.1,92,2.9,81.6,B,Good
2490,1.6,85.8,6,61.9,C,Average
2220,13.3,87.7,8.3,77.4,B,Good
1299,16.9,76.6,8.7,87.3,A,Good
2240,19.8,95.1,5.8,95.4,A,Excellent
4369,10.3,83,7.8,47.8,D,Poor
2384,14.7,75.5,9.5,77.9,B,Good
6018,16.4,90,8.9,99.1,A,Excellent
8382,17.1,73.2,5.7,87.4,A,Good
6102,16.6,77.4,4.4,87.5,A,Good
4213,20.6,84.3,4.1,100,A,Excellent
6719,27.2,89.5,7.1,100,A,Excellent
8615,14.9,90.8,8.7,100,A,Excellent
2711,9.3,100,8.6,84.1,B,Good
6934,14.9,94.2,5.4,92.9,A,Excellent
2254,14.9,82.8,3.2,85.6,A,Good
9048,14.6,100,4.7,76.4,B,Good
3132,14.7,76.2,5.3,80.8,B,Good
3207,9.6,79,7.2,65,C,Average
9119,14.4,67,7.7,90.2,A,Excellent
4644,24.7,90.2,5.9,100,A,Excellent
8273,11.3,99.6,10,69.9,C,Average
743,10.6,70.8,5.7,82.2,B,Good
6974,23.1,97.7,6.1,100,A,Excellent
3504,15.4,81,4.3,92.4,A,Excellent
5006,6.1,80,6.1,75.1,B,Good
2910,23.8,83.7,5.7,100,A,Excellent
6434,5.6,97.3,8.7,69.3,C,Average
254,22.2,90.5,6.7,94.1,A,Excellent
2021,15.4,90.4,3.4,84.1,B,Good
1515,14.4,94.3,7.7,98.3,A,Excellent
4956,5.3,85.9,9.2,69.9,C,Average
163,21.63,74.93,2.67,48.15,D,Poor
4780,0,89.7,4.9,49.4,D,Poor
2200,18.4,96.8,1.8,100,A,Excellent
8571,10,74.4,5,60.7,C,Average
1861,14.1,87.7,8.9,89.4,A,Good
4221,0,90,3.2,47.9,D,Poor
4237,25,87.5,6.4,100,A,Excellent
89,14.2,90.02,9.48,78.33,B,Good
9091,19.9,91.9,6.4,95.1,A,Excellent
4069,6.7,90.4,5.4,78.6,B,Good
6242,8.4,92.5,4.7,81.4,B,Good
5132,20.9,81.3,1.7,98.7,A,Excellent
8406,0,84.5,4.5,42,D,Poor
6511,25.9,84.8,3.5,100,A,Excellent
6409,11.9,75.7,7.5,85,B,Good
2271,17.4,75.8,6.7,100,A,Excellent
7248,15.1,81.3,6.5,89.3,A,Good
518,8.2,85.4,3.9,65.8,C,Average
8668,10.2,82.5,4.9,78.4,B,Good
6947,2.1,100,6.1,76.4,B,Good
1740,27,82.3,4.8,100,A,Excellent
2007,15,87.6,3.4,76.2,B,Good
5996,16.2,76.7,6.6,94.4,A,Excellent
587,11.8,89.6,3.9,80.9,B,Good
2531,18.3,88.8,3.4,98.3,A,Excellent
8899,7.6,74.3,4.3,73.2,B,Average
2357,12.4,87.5,8.5,80.4,B,Good
32,22.18,93.43,6.23,98.94,A,Excellent
7765,25.3,82.6,6.4,100,A,Excellent
7326,20,95,7.2,100,A,Excellent
3371,14.5,82.2,6.7,90.4,A,Excellent
2104,22.9,86.8,6.9,100,A,Excellent
1777,10.7,95.6,8.2,80.2,B,Good
6992,21.7,89.7,5.3,100,A,Excellent
131,6.12,64.25,3.87,82.71,B,Good
5410,22.8,74.6,5.3,100,A,Excellent
2219,29.7,88.7,7.5,100,A,Excellent
6151,28.2,86.5,3.1,100,A,Excellent
8831,12.3,90.6,5.2,86.5,A,Good
2028,23.7,93.6,4.8,100,A,Excellent
5274,19.9,88.9,2.5,95.3,A,Excellent
7090,21.1,86.9,4.6,100,A,Excellent
3270,19.5,91.5,5.6,100,A,Excellent
4886,11.7,86.2,2.9,81.5,B,Good
3197,20,64.2,5.8,85,A,Good
7375,18.3,79.4,6.1,85.9,A,Good
5333,16.8,81.8,8,100,A,Excellent
3500,12.5,97.7,8.3,87.1,A,Good
4800,20.2,70.6,6.5,100,A,Excellent
6070,11.5,89.5,4.5,84.8,B,Good
7062,19.2,72.5,7.6,100,A,Excellent
9105,8.1,87,5.1,73.1,B,Average
1447,11.3,92.5,5,84.8,B,Good
696,12.8,94,5.9,100,A,Excellent
6043,30.4,90.1,5.6,100,A,Excellent
7745,17.7,90.2,4,100,A,Excellent
3927,21.7,73.4,0.6,100,A,Excellent
7841,14.6,81.5,8.2,98.7,A,Excellent
5257,12.1,70.5,5,77.6,B,Good
6931,9.5,79.8,6.4,78.3,B,Good
4569,25.2,100,8.2,100,A,Excellent
1633,10.5,98.7,5.2,63.9,C,Average
6474,0,89.3,8.4,36.1,F,Poor
2779,14.6,92.3,7.2,95.8,A,Excellent
6759,29.4,87.1,5.2,100,A,Excellent
890,22.8,79.9,5,90.3,A,Excellent
1574,5.5,91.4,1.6,63.2,C,Average
5727,0,82.8,4.8,50.4,D,Poor
6608,16.3,86.8,9.3,99.1,A,Excellent
8671,22.8,78.1,6.1,100,A,Excellent
3759,16.9,84,5.8,94.5,A,Excellent
2665,18.2,100,5.2,92.9,A,Excellent
7025,23,71.7,6.6,100,A,Excellent
1819,13.5,78.5,8.3,89.1,A,Good
3832,11.3,86.5,6.5,69.2,C,Average
7944,18.1,89,4.4,100,A,Excellent
3711,4.9,70.6,7.9,70.2,B,Average
6913,10.2,80.5,6.5,82.6,B,Good
4075,11.9,83.3,6.2,89.2,A,Good
435,25.5,95.1,6.7,100,A,Excellent
